capture_name	capture_type	num_reqs	total_query_tokens	capture_max_query_len	max_seq_len	num_decode_tokens	num_query_heads	num_kv_heads	head_size	block_size	num_blocks	kv_layout	num_kv_blocks_iterated	dtype	implementation	variant	benchmark_mode	span	model	ms	min_ms	max_ms	device_time_memory_us	memory_share_pct	cpu_time_ms	allclose_pass	max_abs_diff	num_outliers	fallback_clean	error	seqlen	decode_share
decode_ctx512	decode	1	1	1	512	1	32	8	128	128	128	slot_major_devfill	4	torch.float16	Implementation.SPYRE_ONLINE_SOFTMAX	online_softmax_compiled	BenchmarkMode.SPYRE_PROFILER	spyre_attn::online_softmax	granite-3.3-8b-instruct	0.28001550000000003	0.2778270000000001	0.281884	19.382500000000107	6.921938249846921	0.40230949999999993	True	0.0	0	True		512	1.0
decode_ctx2048	decode	1	1	1	2048	1	32	8	128	128	128	slot_major_devfill	16	torch.float16	Implementation.SPYRE_ONLINE_SOFTMAX	online_softmax_compiled	BenchmarkMode.SPYRE_PROFILER	spyre_attn::online_softmax	granite-3.3-8b-instruct	1.0759225000000001	1.053148	1.080802	31.395999999999958	2.918054041996515	0.430818	True	1.9073486328125e-05	0	True		2048	1.0
decode_ctx3200	decode	1	1	1	3200	1	32	8	128	128	128	slot_major_devfill	25	torch.float16	Implementation.SPYRE_ONLINE_SOFTMAX	online_softmax_compiled	BenchmarkMode.SPYRE_PROFILER	spyre_attn::online_softmax	granite-3.3-8b-instruct	1.6838134999999999	1.6811779999999998	1.688562	42.31400000000002	2.5129861472188	0.5023615	True	2.288818359375e-05	0	True		3200	1.0
decode_ctx8192	decode	1	1	1	8192	1	32	8	128	128	128	slot_major_devfill	64	torch.float16	Implementation.SPYRE_ONLINE_SOFTMAX	online_softmax_compiled	BenchmarkMode.SPYRE_PROFILER	spyre_attn::online_softmax	granite-3.3-8b-instruct	4.2876005	4.278405	4.294743	103.50699999999995	2.4141008473154146	0.7021430000000001	True	2.8133392333984375e-05	0	True		8192	1.0
